reviews,notes
"Un scénario écrit sur un coin de table, des dialogues creux, une réalisation parfois bancale... ""Minecraft"" cumule bon nombre de tares, mais survit grâce à son énergie communicative. Attention, pas de suite, ou tout au moins, pas sur ce format...","2,0"
Le film  semble avoir été écrit par une intelligence artificielle.. j'avais du mal a suivre l'humour de jack Black et de Jason Momoa.. une ambiance d'outre Monde pour les petits enfants au Monde de Minecraft...  Le sens du film est illisible Cinématographiquement;. les plans de cadrages étaient insupportable.. la lumière ... inexistante... Jason Momoa... ne croit meme pas en son role;. et il sert a quoi?? que fait il ici? on ne saura jamais;..  Les acteurs secondaires... inexistant.. vous avez vu quelque chose vous? des semblants d'acteurs qui sont completement perdu dans leur role  bref.. j'aurais du aller voir le film d'a coté..,"0,5"
"Acteurs pas dingues, scénario un peu simpliste, un film d'aventure divertissant malgré tout mais qui ne donne pas envie de jouer à Minecraft","2,0"
"soyons clairs, si cela ne voulait pas plaire à mes enfants, je ne serais jamais allé à ""minecraft, le film"" au cinéma. ils l'ont trouvé très bien, mais pour un adulte normalement constitué, l'intérêt est très limité. le seul point qui n'est pas trop manqué est les grands extérieurs, qui bien que cubique gardent un côté esthétique. pour tout le reste, que ce soit les cgi omniprésents et très laids, le jeu (malgré la sympathie que j'ai pour jason momoa et joe black), le scénario, les blagues qui tombent à plat ... il n'y a rien à sauver. le temps m'a semblé très longtemps ...","1,0"
"connaître le jeu sans l'avoir joué, donc je n'ai pas détecté toutes les références ou les clignotants du film. cependant, minecraft est appréciable comme aventure, dans un style de comédie jack black (ce qui vous fait sourire plus que de rire). le casting est cohérent avec l'histoire (mais qui ne casse pas non plus les briques), nous passons un bon moment, en particulier dans les scènes avec le loup.","3,5"
"ce film va dans toutes les directions sans un scénario bien axé sur le monde. nous reconnaissons un monde réel, un monde merveilleux dans les couleurs chatoyantes et un monde underground sombre et haineux ... mais cette idée est mal exploitée, le film manque également d'humour et de bons sentiments. gennerally, lorsqu'un adulte accompagne les enfants, il trouve également son compte, mais il n'y a pas beaucoup de construction!","2,0"
"dans la construction depuis de nombreuses années, ""minecraft, le film"" a finalement atterri dans les salles! cependant, lorsque cette adaptation de ce jeu vidéo culte pourrait être un événement important de 2025, le projet a continué de créer de la frustration avec les spectateurs. il avait déjà commencé bien avant la sortie du film, lorsque le style du projet avait été annoncé. l'idée d'offrir cet univers d'une manière réaliste, avec de vrais acteurs, avait quelque chose à repousser les fans de la série. lorsque nous voyons combien d'animation parvient à améliorer certaines licences très colorées et spécifiques, il était difficile de comprendre pourquoi ce projet n'a pas été réalisé de cette manière. et dans l'ensemble, cela n'a pas fonctionné lorsque le casting a annoncé, jack black ayant été annoncé comme le personnage principal de l'histoire, ce dernier incarnant le célèbre steve. si ce héros a toujours incarné le personnage par défaut, avec une tenue très simple, l'acteur semblait être le contraire, que ce soit dans son jeu ou dans son physique. et enfin, comme si cela ne suffisait pas, la bande-annonce a fini d'enterrer la moindre attente envers ce projet, le ton étant clairement très léger et cherche beaucoup plus à parler à un public familial qu'aux vrais fans de la série. donc, avec un peu de désir de le voir, je me suis néanmoins lancé dans la visualisation de cette adaptation longue. et dans l'ensemble, comme nous nous y attendions, le résultat est vraiment mauvais. cependant, en regardant le film, je me suis un peu réconcilié avec l'idée de proposer cet univers dans un format réaliste. pour une fois, le grand point culminant du long métrage vient de sa représentation du monde de minecraft, ce qui est plutôt réussi. les décors sont assez jolis, plutôt fidèles à l'œuvre originale (malgré un aspect moins minimaliste), et les effets spéciaux réussissent à rendre cela crédible. malheureusement, j'ai le sentiment que nous sommes toujours confrontés à un projet qui a été trop rapidement conçu. avec moins d'une courte année de post-production, nous pensons que les effets visuels ne pouvaient pas être correctement finalisés, en particulier en ce qui concerne les incrustations sur les sommets! ils se sentent beaucoup trop, et il est donc difficile de croire que nos héros sont bons dans ce monde. mais malgré tout, il est vrai que c'est encore assez positif. nous disons que l'univers était bien représenté, et même si la période de post-production a été trop courte, le rendu n'est pas horrible sur tous les étages. alors, qu'est-ce que cela pourrait mal tourner? à cette question, il est cependant facile de répondre, car, à part ce point, tout le reste du projet doit être lancé. très sincèrement, rien ne fonctionne dans ce film, et il a même eu le cœur brisé à certains moments. d'après l'introduction, nous comprenons où nous avons mis les pieds, et ce n'est pas un compliment. la séquence n'a pas d'autre objectif que de présenter l'univers, mais tout est fait d'une manière extrêmement claire. le rythme est beaucoup trop soutenu et, en seulement 5 minutes, le film présente: le personnage principal, le fonctionnement de l'univers, les méchants et les défis du projet. et pour une fois, en si peu de temps, il est impossible de faire quelque chose de cohérent. le meilleur exemple étant la façon dont steve nous est présenté, parce que nous ne savons rien de lui, nous n'y sommes pas attachés et, de toute façon, il ne sera jamais vraiment développé pendant le film. et une fois cette introduction passée, rien ne changera vraiment. très rapidement, nous nous présenterons les autres personnages du film, mais aucun ne réussit à être intéressant. par exemple, dawn est absolument inutile, elle aurait pu être retirée du scénario, qui aurait changé quoi que ce soit. ensuite, henry et natalie se révèlent sans intérêt par leur développement, nous montrons à peine leurs conflits et la résolution de ceci sera extrêmement prévisible. quant à garrett garrison, si l'idée était intéressante, jason momoa en fait tant de boîtes dans son rôle, qu'il ne réussit jamais à être vraiment convaincant. par conséquent, avec une panoplie qui a échoué avec les personnages, il était très compliqué de se sentir impliqué dans la progression du scénario. en tout cas, il est extrêmement mal orchestré en termes de rythme et de problèmes dramatiques. déjà, car il est constamment ponctué d'humour très mal placé, et aucune blague ne parvient à travailler. en fin de compte, les seuls moments drôles sont ceux avec le villageois dans le monde réel, mais, bien qu'ils soient drôles, ils sont inutiles en ce qui concerne l'histoire principale. et puis, la conclusion de tout cela est extrêmement décevante. on nous a promis une énorme bataille, mais cela ne dure que 5 minutes et la façon dont elle est résolue est très frustrante. bien que nous puissions espérer une véritable évolution de nos héros, le dernier esquive ces questions pour offrir une fin heureuse extrêmement facile et qui ne met jamais en perspective les actions ou les conflits de certains de nos personnages. tout est bon qui se termine bien, mais sans aucune recherche pour en faire plus. honnêtement, le résultat est donc un échec total. avec un ensemble comme celui-ci, il est impossible de sortir de la vision en se sentant respecté. certes, cela peut plaire à certains fans du jeu, en raison de quelques références et mécaniques qui ont été repris, mais ce n'est pas censé être suffisant. cette habitude de caresser le spectateur en direction des cheveux, lorsqu'elle est fournie un film vide, laid et mal écrit, est particulièrement effrayante. comment le public peut-il être satisfait de cela et ne pas se sentir insulté par ce projet? de toute évidence, ce long métrage est une insulte à la licence, et il n'aurait jamais dû voir le jour. pour conclure, une très mauvaise adaptation.","1,5"
"le film minecraft est une déception colossale qui ne capture pas l'essence du jeu vidéo original. avec un scénario prévisible et des personnages plats, le film semble être une tentative désespérée de capitaliser sur la popularité du jeu plutôt que sur un travail cinématographique à part entière. les effets spéciaux, bien que fidèles à l'esthétique du jeu, ne suffisent pas à sauver une histoire sans âme. les acteurs, malgré leurs efforts, sont noyés dans un scénario de profondeur et des dialogues dignes d'un mauvais épisode de la série b. le film manque cruellement d'originalité et de substance, se contenant du recyclage des photos usées du genre. en résumé, minecraft est un film sans inspiration, sans émotion et sans intérêt. pour éviter absolument, sauf si vous êtes un fan inconditionnel du jeu et que vous êtes prêt à fermer les yeux sur ses nombreux défauts.","0,5"
"sans réelles attentes, le film minecraft est un échec amer ... mais pas au box-office ... je ne comprends pas le succès ... ce film était au début une fausse bonne idée. le principe même de minecraft est surtout un besoin ""créatif"" de s'exprimer. le film ne le fait pas et n'avait qu'un seul objectif: l'argent ... terrible pour y arriver ...","1,0"
"eh bien, c'est très sympa. le mélange d'acteurs de monstres 2d et 3d est impressionnant, super convaincant et l'un des mélanges les plus réussis que j'ai vus dans un film. et le mélange des 2 promenades très bien, même si cela aurait pu être mieux, j'ai réussi à entrer dans le film sans aucun problème. les acteurs sont bons, imparfaits mais ils sont trop convaincants. les blagues même si ce n'est pas toujours très réussi, fonctionne assez bien la majeure partie du temps. et franchement, le côté adaptation du jeu est très réussi, il utilise beaucoup de code et d'éléments de minecraft dans le bon sens. le plus grand reproche que j'aurai est l'absence de la musique, aussi emblématique et réussie des jeux casimentaux inexistants, et le manque de développement de personnages, sa part et son arrangement et nous pensons que ses réserves ont trop de peur de parler au public enfantin. mieux, bien sûr, mais il reste très correct et assez bon pour que j'attende le reste","3,5"
"personnellement, je n'ai pas trop suspendu, je le voyais avec mon fils, je connais le jeu par rapport à mon fils, mais pas comment il travaille en revanche, mon fils a aimé le film qu'il a beaucoup et tant mieux j'ai trouvé longtemps que j'ai mis 3 étoiles parce que mon fils aimait.","3,0"
"qui dit que l'adaptation d'un jeu connu dans le monde sous le nom de ""minecraft"" dit nécessairement le succès au box-office à la clé. il était évidemment nécessaire que certaines personnes désireuses de billets aient pris l'idée d'adapter le jeu dans le film. résultat: ce n'est pas très surprenant. tout est très fade et pas très drôle. nous nous ennuyons et les acteurs sont en roue libre totale. du côté numérique est passable et disons que nous trouvons plus ou moins l'esprit du jeu. le point culminant est également sympathique mais franchement, il reste généralement très paresseux. nous nous retrouvons donc sur un divertissement en bateau et pas très intéressant, ce qui aurait été à mon avis plus pertinent s'il avait été un film d'animation. honnêtement, je pense que cela aurait pu être mieux mais aussi pire que le résultat qui nous est présenté.","2,5"
"c'est très moyen. la quête qui nous est présentée n'est pas captivante et nous ne pouvons pas croire une seule seconde dans les soi-disant défis que cela implique. les personnages sont peu travaillés, je pense, ils sont là pour jouer un stéréotype et / ou nous faire rire. je trouve toujours qu'il y a une exception: steve, qui est attachant. quant aux ""messages"" véhiculés par le film, ils sont gravement transcrits pour moi. la façon dont ils sont intégrés profondément d'originalité. le problème majeur du film, à mon avis, est qu'il ne sait pas vraiment où il va, ce qu'il veut éveiller dans le spectateur. la situation dans laquelle les héros du film nous sont décrits pour être dangereux et pourtant, en fait, dès que les personnages sont confrontés à un danger ou à un adversaire, nous ne nous sentons pas vraiment impliqués dans le problème puisque les personnages, la scène, la situation sont ridiculisés. malgré tout, minecraft reste un minimum divertissant (je ne m'ennuyais pas particulièrement) et certaines scènes sont amusantes. je terminerai en disant un mot sur les sets, qui occupent les graphiques du jeu. je les ai trouvés assez sympathiques, plutôt beaux dans l'ensemble.","2,0"
"je ne comprends pas les commentaires catastrophiques concernant ce film. je trouve que c'est un film d'aventure de bonne qualité, ce n'est pas le film du siècle mais il se laisse regarder, jack black est en bonne forme et jason momoa à un rôle plutôt drôle et cool le film me.fo en pensant à jumanji, nous découvrons que ce monde créé par le personnage de jack black est si mauvais dans cette vie réelle et dans ce petit paradis, un monde maléfique est également présenté par ourse reine","4,0"
"il y a des films qui, d'après leur annonce, semblent déjà être un geste de production obsolète. le problème avec minecraft, réalisé par jared hess, avec jack black et jason momoa, est qu'il le suppose et prendra son spectateur pour un con. cependant, nous pensions que cela avait été fait avec l'idée de transposer des jeux vidéo à l'écran, en particulier l'action en direct. mais non: hollywood, encore une fois, a confondu la popularité et l'histoire, la liberté et la structure, le terrain de jeu et le script. le résultat, visible des premières images, provient moins du film que du produit, coincé dans les codes d'un cinéma familial sous perfusion algorithmique. cette première frappe, c'est ce refus du ""temps"". là où le jeu minecraft est basé sur le silence, l'ouverture, le manque de but, le film se précipite à remplir. il veut tout expliquer: ce qu'est un bloc, pourquoi creuser, où aller, à qui faire face. chaque minute de flottation est remplie d'un bâillon, d'un dialogue, d'une directive. l'univers, cependant si poreux, ne devient que décor. le spectateur n'explore plus: il suit. il consomme un monde. et ce désir de guider, de superviser, produit une double violence: sur le spectateur et sur l'univers du jeu vidéo lui-même. parce que minecraft, ce n'est pas seulement une esthétique faite de cubes et des textures réduites: c'est aussi une invitation à construire sans autorisation, à faire l'histoire sans intrigue. le film écrase tout sous le poids d'une narration marquée, faite de portails magiques et de personnages sans caractérisation cohérente, quêtes déjà vues et méchantes sans épaisseur. l'imagination devient un pastiche, et le monde, aussi infini, se ferme sur quelques vannes et un scénario fatigué. jack black et jason momoa ne semblent jamais croire en ce monde qui les entoure, et pour une bonne raison: il est gravement intégré. l'animation cgi (laide) et les vrais coups coexistent sans jamais fusionner. ce que minecraft, le film, trahit fondamentalement, est une idée du cinéma comme espace à ouvrir. le film ne rêve pas, il valide les peintures excel. et le spectateur, que ce soit le joueur ou non, le ressent de manière confortable. ce que le jeu a été mal compris n'est pas le problème. c'est plus que le film ne comprend rien sur la fiction elle-même. une occasion manquée.","0,5"
je pleure sur le cuit cuit dans la lave ………………………………………………………………………………………………………………………………………………………………………………………………………………………………………….,"2,0"
"honnêtement, je ne sais toujours pas quoi penser de ce film. est-ce une catastrophe complète ou un travail délibérément absurde et provocateur? c'est l'un de ces étranges objets cinématographiques que nous regardons jusqu'à la fin, fascinés et confus, sans jamais vraiment savoir si nous assistons à un navet total ... ou une brillante parodie. discussion post-reproduction avec ma mère: pour elle, il est évident, le film est volontairement stupide, une caricature consciente et assumée du genre. je suis plus sceptique. j'ai plutôt eu l'impression d'un film au premier degré, qui croit vraiment en ce qu'il dit ... ce qui rend tout encore plus bizarre. nous sommes devant des personnages dignes d'un terrain de jeu - ultra caricaturé, criard, écrit avec la finesse d'un spectacle de marionnettes de 4 ans. les scènes émotionnelles brossent le ridicule, à tel point que nous finissons par rire, presque embarrassés. la relation homosexuelle pseudo entre les deux adultes est traitée si maladroite que nous ne savons pas si c'est un hommage ou une moquerie. les blagues, ils flirtent régulièrement avec le fond de la ceinture, et les chansons absurdes surviennent sans avertissement, comme dans un rêve sous acide. et cependant ... malgré tout cela, certains éléments fonctionnent. l'univers du jeu est étonnamment bien transcrit: les ensembles, les mécanismes, même la petite musique emblématique sont là. nous pensons que les créateurs du film connaissent le jeu, en tout cas dans sa version ""sandbox"". les effets spéciaux sont réussis, et bon nombre des créations présentées semblent être fidèles à ce qui peut vraiment être fait dans le jeu. la première nuit est une belle référence que tout le joueur reconnaîtra immédiatement. mais pourquoi ce ton moqueur? le film donne parfois l'impression de ridiculiser son propre public: les créatifs sont représentés comme marginalisés, mal aimés, bizarres ... une satire qui tombe à plat, surtout lorsque le message final valorise l'imagination et la création ... sans jamais les faire triompher. la fin est particulièrement frustrante: pourquoi ne pas avoir montré que le jeu créé était minecraft? il aurait donné un sens et une portée plus large pour le sujet. là, nous avons juste un film qui est emmêlé entre l'hommage et la moquerie. et cependant, je ne m'ennuyais pas. le film est absurde, parfois consternant, mais il ne laisse pas indifférent. nous rions, parfois malgré nous. 
becquet: 
mention spéciale aux expressions culinaires du grand méchant en parlant de ses troupes qui sont des porcs en les disant - ""allez, mon petit bacon!"" - une réplique aussi stupide que drôle (humour noir comme je l'aime).
je me pose également la question desquelles est destiné au film, les blagues omniprésent pour adultes et les références à l'époque des salles d'arcanes font un film pour un adulte, mais minecraft, le scénario stupide pour kid fait plutôt pencher pour un très jeune film pour les enfants. le film ne sait pas à qui aborder et s'adresse donc à quiconque. conclusion: un film profondément stupide, avec des personnages ridicules, un message flou et une tendance à tourner dans les jambes de sa propre communauté de joueurs. mais c'est aussi un film étrange et unique, qui mérite presque d'être vu ... à croire. pour être réservé aux fans du jeu original, qui y repérera tous les œufs de pâques. les autres peuvent passer un très mauvais moment ... ou un moment qu'ils n'oublieront jamais.","2,0"
"je ne suis pas dans la cible du film. de mon point de vue, le film est mal conçu et il est douloureux à regarder. mettre nos adolescents âgés de 13 et 15 ans a passé un bon moment sans nécessairement d'adorer, ils avaient toutes les références. le film générationnel potentiellement une épreuve pour les guides.","1,0"
"j'ai passé un bon moment. un plaisir pour les joueurs de minecraft avec beaucoup de petits détails qui nous rappelle le jeu. je trouve les critiques graves mais peut-être compréhensibles pour ceux qui ne sont pas un fan du jeu. attendez la fin du générique, nous avons une petite surprise ...","5,0"
"minecraft, l'un des jeux les plus populaires de tous les temps, a réduit à cela ... il y avait tellement de moyens d'en faire un long film très fidèle au jeu, riche en références, intrigues et sous l'intrigue qui explorent le jeu en profondeur, c'était vraiment le moment de lâcher tout le service de fans que nous savons comment faire si bien aujourd'hui ... 
becquet: 
 la célèbre référence à techoblade est à peu près 
 la seule véritable référence du film, qui est plus fidèle au jeu uniquement dans la transcription des conceptions (et regardez à nouveau steve!). quant aux effets spéciaux qu'ils sont de laideur! mais si au moins c'était drôle comme promis !! la sorcière (qui n'existe pas dans le jeu) et surtout le villageois sont drôles, et c'est tout! les personnages principaux sont juste hilarants par leur ridicule. toutes leurs jeunes blagues, même jason momoa est insupportable. 
becquet: 
et venez les mettre sur le coup du salaud qui change et finit par se sacrifier, mais il survit. 
 et premier degré. et y aller, ils se jettent dans toutes les directions et disent quoi que ce soit. au cinéma, même les enfants n'ont pas ri. et allez-y que tout est incohérent et impossible (exemple: le jeune qui pousse momoa et il tombe en avant dans une pop ultra mal faite). en tant que bo, une seule réutilisation de minecraft bo, juste le thème principal (vous connaissez ces notes de piano hésitantes et très relaxantes). ajouté à ces très bonnes chansons rock et chansons stupides chantées par les personnages, se retrouvant. quel énorme potentiel gâté, rien à sauver, une nouvelle référence du nanar.","1,0"
"film farming tous. beaucoup de référence à la culture pop. un passage drôle ', mais dans l'ensemble c'est très creux","2,0"
"je vais être honnête, je m'attendais à pire, donc ce n'est pas bon, mais ce n'est pas aussi catastrophique que ce à quoi je m'attendais. niveau d'histoire je ne comprenais pas pourquoi ils ont fait de nous un remake de jumanji au lieu de simplement faire un film à minecraft à la source. les personnages ne sont pas très développés, nous essayons d'installer un arrière-plan pour chaque personnage, mais bon c'est un peu un osef. le point fort du film est la conception des créatures, c'est le style. certains sont verts vomissent en revanche. ce n'est pas mal mais ce n'est pas bon, mais pour l'effort que j'ai mis 3.","3,0"
drôle et fidèle aux jeux vidéo. humour plutôt pour les adolescents et les adultes. le plus souvent.,"3,5"
"même si je n'ai jamais joué à ce jeu vidéo original. ce n'est pas mal, bonne humeur de jack et jason momoa.","3,0"
"déçu. dans la technique, tout ce qui est la décoration et la musique est super. mais l'histoire n'a pas de profondeur et est beaucoup trop enfantine pour les joueurs de minecraft de première génération. il est particulièrement destiné à la génération fortnite. je suis fatigué des films où les personnages ne se posent aucune question. il y a un portail magique. normale. tout est carré, normal. le concept d'inventaire n'est même pas développé, donc ils font que les choses apparaissent comme ça. en bref, film moyen.","2,0"
"je suis un amateur de cinéma de toutes sortes et je trouve la notation sévére. le film a pris un jeu, avec des personnages de dessins animés, mais il contient de l'eau. les images restent bien, nous passons un bon moment. si peu plus je l'ai vu avec la famille en 4dx et c'était vraiment très très drôle. il a beaucoup bougé.","3,5"
"je suis allé le voir sans m'attendre à beaucoup avec beaucoup, mais dans la finale, j'ai passé un bon moment. c'est un film d'aventure simple et toujours efficace, bien que le plus jeune l'appréciera beaucoup plus. la musique est chic. je vous conseille.","3,5"
"nous trouvons la créativité du jeu et l'esprit légèrement farfelu. jack black apporte beaucoup au film, mais vous ne devriez pas vous attendre à un chef-d'œuvre. nous allons passer un moment sans cerveau et c'est le travail","4,0"
"très très très basique sur sa structure, c'est le film hollywoodien typique du moment avec les mêmes codes réutilisés dans une boucle que je ne citerai pas tellement qu'ils sont évidents. le film est vraiment wtf, et donc ça va, il est conscient qu'il n'est pas sérieux, ce qui le rend plus digestible. une fois que l'univers est respecté, il y a une réelle connaissance de l'univers, avec beaucoup de référence qui ne sert pas beaucoup en soi. je trouve que l'aspect de la construction et de la créativité n'est pas suffisamment mis en avant, mais c'est l'un des sujets du film, nous n'avons aucun aperçu de la ville de steve. niveau visuel je trouve que ce n'est pas mal, ce n'est pas parfait mais nous avons connu pire, il a l'air plutôt bien, sauf dans certains cas où il est assez grand. l'histoire tient à 1 doigt en ne s'attend à rien de cela. en bref, un film très basique auquel nous colisons le label minecraft, qui est dommage, mais bon après ça passe, c'est coloré et drôle, mais bon, il sera rapidement oublié.","3,0"
grotesque et ridicule à tous les niveaux ... le pire film de la décennie avec des acteurs totalement démunis ...,"0,5"
"compte tenu de la bande-annonce et des critiques négatives de la part de la communauté minecraft, cela me surprendra que c'est bon, franchement, j'aurais aimé un film minecraft avec des personnages cubiques pas avec de vrais acteurs ce qui est nul.","3,0"
"mon fieul de 7 ans a passé un bon moment, ce n'est pas une gifle incroyable, vous devez le prendre en tant que film pour les jeunes enfants.","2,5"
"pour commencer beaucoup à critiquer ce film avec leur regard adulte tandis que le public cible est des jeunes pour voir très jeune. donc, si nous partons de cette base, c'est un bon film pour les jeunes avec des effets spéciaux qui maintiennent la route prête, pleine de clin d'oeil à l'univers, avec des acteurs que nous aimons voir dans ces rôles.  alors oui, ce n'est pas le film de l'année, il n'est pas super bien joué, les effets ne sont pas dignes d'un grand film hollywoodien mais cela fait la taffe: il distrait nos adolescents et plus jeunes. peut-être que le plus déçu devrait simplement grandir et abandonner le fait d'être adolescents à l'âge adulte.","3,0"
"les effets spéciaux ne sont pas si mal dans l'ensemble, même s'il y a des moments où il pique un peu. jack black porte vraiment tout le film, son humour fonctionne bien et il est complètement comme d'habitude. mais à part cela, il n'y a pas grand-chose à retenir, l'univers n'est pas très bien exploité et nous nous ennuyons rapidement.","2,0"
"eh bien, je ne sais rien sur le monde de minecraft, je n'ai jamais joué au jeu, je viens de regarder quelques avantons à jouer à la fois. je ne pouvais donc pas vraiment juger le film comme une adaptation pertinente ou non, et je ne pouvais pas non plus me prononcer sur les multiples références au jeu, sans aucun doute amusant pour une personne jouant le jeu mais pas vraiment accessible aux néophytes. pour être honnête, ce qui a été le plus effrayé pour moi est finalement, ce que j'ai trouvé le plus réussi. c'était très casse-g ** pour transcrire le monde de minecraft en une image synthétique avec un rendu réaliste, mais finalement, il a l'air assez bien. l'univers est riche, assez visuellement beau, facilement compréhensible pour un néophyte, avec des multiplicités de décoration croissantes et le rendu cubique des créatures et des objets fonctionne parfaitement. la réalisation est également assez correcte et propre ayant de temps en temps, une bonne idée de mise en scène par rapport au monde cube. le film a également le mérite d'être divertissant à l'échelle mondiale, nous ne nous ennuyons pas (ce qui le rend déjà supérieur à l'action en direct de blanche-neige par exemple), les scènes d'action sont étonnamment cool et la bande sonore est assez agréable. mais si en forme, le film fonctionne assez bien, l'arrière-plan est plutôt manqué. déjà, les 5 personnages principaux sont ultra basiques, pas vraiment attachants et n'ont presque pas d'alchimie, ayant une dynamique des plus clichés entre eux. ce n'est que entre steve et garett que nous avons une dynamique qui se démarque vraiment, mais cela vient avant tout de l'excellente alchimie entre jack black et jason momoa. mais surtout, le groupe de personnages aurait dû être limité à steve, garett et henry, tellement natalie et dawn ne font rien, malgré le talent d'emma myers et danielle brooks. ce qui me dérange, c'est avant tout que les interactions entre les personnages sont trop familières lorsque certains viennent un peu pour se connaître, surtout cela à un moment donné, 
becquet: 
henry se sent trahie par garett mais il vient de le rencontrer le même jour, donc cet argument semble méga faux et n'a pas beaucoup de sens.
 sinon, le scénario est assez pauvre! il s'agit d'une quête mcguffin assez basique, entrecoupée d'aventures et de gags plus ou moins excitants, souvent pas très inspirés. les défis personnels des héros sont assez vagues, n'apportent pas grand-chose au scénario global et sont même un peu obsolètes 
becquet: 
(par exemple, steve qui veut sauver dennis quand nous savons en tant que spectateur qu'il est libre).
 même si le point culminant est sympa, vous ne prenez jamais les porclins au sérieux et je pensais sérieusement que le film allait présenter une plus grande menace avant la fin, mais non. mais ce qui m'a vraiment gonflé, ce sont les scènes du monde réel! en plus de l'exposition assez longue pour nous expliquer la situation des personnages, sans que ce soit vraiment intéressant, il y a un trop grand côté ... exagéré! dans n'importe quel film, il y aurait un contraste entre le monde réel et le monde imaginaire, mais là, le monde réel semble méga fantaisiste, en particulier concernant les scènes avec jennifer coolidge. d'ailleurs, les scènes avec ces derniers sont vraiment des non-liennes et pas un remplissage drôle. par conséquent, les scènes du monde réel m'ont paradoxalement fait sortir complètement du film à leurs côtés ... unreal!","2,0"
"une autre adaptation où le jeu passe de la vie à la mort tout en arrivant dans les cinémas. et ici pour faire très simple, il est catastrophique de voir les acteurs complètement zéro, jack black et jason momoa à l'esprit, sont en roue libre, ils passent leur temps à crier et à se vanter pendant la durée des images qu'ils deviennent insupportables. avant qu'il ne méritait certainement pas un passage sur grand écran avec 150 millions de dollars fournis par warner bros.le studio signe une de ses pires entreprises parce que c'est une vraie souffrance pour surmonter le film. et pourtant, cela ne dure que 1h41, mais il est tellement manqué que nous souffrons uniquement de la session. je crois qu'il n'y a rien à sauver et je ne suis même pas sûr qu'il plaira aux plus jeunes ou aux abonnés du jeu vidéo. il sent clairement le naufrage.","0,5"
"je connais très très peu le monde des jeux vidéo, alors j'ai regardé une aventure familiale lambda et oui ce n'est pas terrible du tout. je peux comprendre ceux qui aimaient le côté du divertissement, parce que j'aimais ce côté là-bas et je peux évidemment comprendre ceux qui détestaient parce que le niveau de scénario est vide, ridicule, prévisible, incohérent. je suis un très bon public mais l'humour est trop enfant et n'est pas suffisant. minecraft manque de musique frappante, les personnages n'ont aucune profondeur, des effets spéciaux qui manquent de budget et visuellement, la photographie est catastrophique. mis à part le casting que j'ai vraiment aimé et quelques moments de combat appréciés, bien tout le reste est zéro et ce n'est pas une surprise.","2,0"
"je ne l'ai regardé que parce que c'est un énorme succès (malheureusement) et que c'est l'adaptation du jeu vidéo le plus vendu de l'histoire parce que sur papier, un long métrage de minecraft à long terme semble être bien moisie et en plus de voir la bande-annonce est à mon avis catastrophique. en finale, ce n'est pas aussi nul que ce à quoi je m'attendais, mais il reste mauvais. dans un point positif, je mettrais le visuel qui, à certains moments, ce n'est vraiment pas mal et je n'ai jamais trouvé un seul moment où il était vraiment manqué. d'un autre côté, le plus grand défaut, reste le casting et le comportement des humains, en particulier jason momoa et jack black qui mènent énormément le film en ne faisant que les clowns en permanence et que je pense sans cela, cela aurait pu être un bon divertissement. le délire du villageois au début qui va dans le monde réel et qu'aucun humain ne semble se poser sur lui concernant ce qui est complètement illogique.","1,5"
"le film n'est pas zéro mais n'est pas incroyable non plus, une histoire aussi nulle que ces personnages, mais nous ne nous ennuyons pas","2,5"
"comme tout le monde, je lis les critiques et je ne voulais pas renverser mes enfants 11 ans et 13 ans. mais en fin de compte, ils voulaient aller le voir et ce n'est pas si mal que les notes que nous trouvons. ce n'est pas le film du siècle mais il respecte l'univers minecraft et il vous permet de regarder donc si vos enfants ont joué à minecraft y aller, ils seront heureux.","3,0"
"un film très cool, même s'il est vraiment maladroit, le voir dans les salles a été vraiment une expérience surprenante. de magnifiques effets visuels, quelques blagues plutôt drôles et un public complètement entièrement complexe. ils ne vont clairement pas plaire à toutes les générations, mais cela n'empêche pas de passer un bon moment devant.","4,5"
beau mais creux! trop de blagues dans la chaîne sans réel intérêt. le casting est bon mais gravement exploité.,"1,0"
"jouant avec mon fils pendant des années à minecraft, le film est très amusant, le délire total, plein de références à, le jeu, les acteurs de style libre, allez le voir en plaçant le cerveau à l'extérieur","4,0"
"remarque: 3.5 / 5alors oui, en voyant les premières images, je me suis dit que ça allait être un désastre. et pourtant ... j'ai passé un bon moment! en tant que joueur de minecraft, j'avais un peu peur de trahir le monde du jeu ou que ce soit juste un prétexte pour faire quoi que ce soit. enfin, j'ai été agréablement surpris: les effets spéciaux réussissent, l'univers est respecté et j'ai trouvé cette petite magie que nous ressentons en explorant une carte inconnue. les personnages principaux sont attachants (même si honnêtement, les filles et le garçon ... je ne comprenais pas vraiment à quoi ils seraient exactement). nous pensons que le film vise un jeune public, mais les adultes qui ont déjà passé des heures dans le jeu trouvera également leur compte.","3,5"
"je suis je pense un peu différent des gens qui verront le film en général. je viens de suivre mon petit ami qui voulait aller voir ce film sans avoir jamais joué à ce jeu. et honnêtement, j'ai passé un bon moment. je n'avais aucune attente et j'ai été agréablement surpris. c'était drôle, bien dirigé et intéressant.","3,5"
